gene_id,DO229117,DO229119,DO229113,DO229112,DO229114,DO229065,DO229064,DO229067,DO229066,DO229069,DO229068,DO229070,DO229072,DO229071,DO229074,DO229073,DO229076,DO229075,DO229078,DO229077,DO229079,DO229081,DO229080,DO229083,DO229082
ADNP,26975,63976,25041,39558,36777,30672,26430,28532,29387,20311,26596,51100,30620,30871,31427,28245,27708,31738,35472,34610,26801,35628,25638,29982,34984
ADNP2,6894,6754,5810,8512,6422,4181,5824,6714,9632,5140,8752,7121,8322,5784,6865,8314,9834,9146,5673,6356,6448,4331,8148,7483,7224
AEBP1,72280,772,176087,11402,103146,50343,148380,86866,40976,34159,28094,16283,83290,53834,20283,50160,56582,62223,61499,26965,46877,4688,47729,37410,99154
AEBP2,5522,5357,4757,6337,5960,5897,9012,5644,4537,4981,6715,5684,8280,5187,6532,8090,7867,3933,5167,7185,3482,4892,3786,5833,7226
AHCTF1,10589,8731,9063,15185,11615,17973,13716,12369,12352,9159,13192,13713,15027,9490,12707,14416,15891,12751,15775,14283,9933,11352,5486,10537,13166
AHDC1,4857,960,6286,3749,6673,2926,9114,4547,1910,3496,2562,4092,6231,3723,3493,6796,3467,3918,6485,4462,4410,2482,4574,6360,6858
AHR,5820,1575,5483,3221,12261,6251,12623,12585,4064,12126,6888,2038,13908,6572,4495,18294,13205,5441,8236,5223,5562,4248,4947,11458,10020
AIRE,97,3,125,4,20,26,5,25,11,8,3,9,16,10,13,38,102,28,8,60,53,4,14,67,46
AKAP8,8651,6771,8425,9931,8049,6922,8636,7185,7331,6361,7871,8468,10685,6483,9516,10280,11711,9643,6585,9839,9427,8648,8492,9347,8980
AKAP8L,21031,11247,17295,19342,13151,7909,12384,11036,14147,11723,10998,16647,13040,9781,19602,15137,16830,23357,10771,23912,19002,12824,27015,15171,15186
AKNA,6595,1513,6888,4950,8277,6916,7426,10166,4165,7366,5844,3664,8380,5698,3635,10755,11777,8325,4672,4211,7073,2175,6150,8939,5019
ALX1,22,2,31,14,16,13,1,0,2,1,376,48,41,17,10,2,152,59,164,31,43,0,10,17,17
ALX3,1,0,1,12,2,5,7,2,1,6,1,0,2,1,0,4,5,2,5,3,0,2,1,10,1
ALX4,731,24,973,1572,382,87,15,204,67,28,8738,297,272,368,153,283,564,944,139,129,41,352,742,231,70
ANKZF1,26118,31722,18197,22720,25693,10106,7937,10572,26797,14025,9997,17905,11046,11641,27487,15298,15862,26979,6497,22088,29714,27593,25650,18517,21299
AR,22219,69880,29731,52722,33952,47569,31259,32551,50287,56233,36713,63337,35889,38748,46748,34308,22775,33419,36097,27892,43091,48720,25423,30719,54019
ARGFX,0,4,1,0,1,3,0,0,0,6,0,4,0,1,0,0,0,4,0,1,0,0,0,6,1
ARID2,4849,6611,5900,7349,11407,13053,7509,10259,7861,7279,11259,10753,10547,7373,12126,10463,9064,8300,8094,14709,6906,7668,5774,8997,10532
ARID3A,3927,5695,3757,3739,4826,2405,1415,2760,4403,4042,1887,2809,3271,3505,3401,2354,1555,878,994,1242,2359,3038,2679,2405,3060
ARID3B,2709,2604,2700,3269,2707,1964,1941,2386,3575,3731,1318,2953,2765,2315,3659,2890,3143,2891,1710,2110,3374,2182,3799,2926,2709
ARID3C,459,59,14,24,490,259,14,9,47,14,32,20,20,63,20,10,19,11,15,6,101,75,13,24,226
ARID5A,5598,1024,4362,3460,6301,3392,16222,6436,2126,5639,2446,1849,8806,2950,1491,10666,12818,7424,9513,4647,4476,320,7606,7190,3894
ARID5B,29455,9969,18433,21830,16161,36492,36651,20624,16678,20850,45014,14704,28266,22999,25263,28786,58405,29650,33864,35138,19489,15986,11036,25656,22024
ARNT,14154,8193,9460,11774,15249,8473,11415,10156,8147,6878,13332,11227,11094,7718,10144,11307,9370,8596,10062,10009,8129,6587,6840,10586,11473
ARNTL,1819,100,952,1652,2228,1338,1363,1859,973,975,793,734,1901,1124,1876,2942,2007,1667,1407,2008,1920,724,1224,1714,2575
ARNTL2,215,166,162,202,1868,620,1084,992,294,333,567,172,1039,357,337,956,2987,291,452,417,181,353,106,471,570
ARX,1190,323,56,346,899,69,534,758,6,534,403,110,689,1639,284,318,2424,3890,278,460,163,8,3656,3145,483
ASCL1,163,61,101,1413,179,232,35,27,17,144,170,39,282,36,48,89,434,1601,30,153,31,90,11,251,108
ASCL2,266,24,169,17,471,97,353,103,28,14836,61,99,465,94,51,1342,87,184,105,163,126,34,125,204,110
ASCL3,0,1,7,13,2,0,2,8,2,2,1,1,10,3,17,1,13,10,0,13,2,5,4,9,8
ASCL4,17,1,13,0,1,20,2,12,0,113,36,0,13,37,7,11,0,9,4,15,4,0,11,10,6
ATF1,5920,3540,2954,3455,4506,6159,6412,5630,3288,3713,2987,5086,6202,3968,4351,6783,4598,4056,5822,5286,3609,5034,2138,4224,5668
ATF2,9232,7129,9478,13742,12371,13895,15442,13849,7548,10593,9569,11709,10785,10003,10069,13813,17141,11346,14276,11798,11120,6559,7862,11325,12959
ATF3,2981,1369,20832,6023,150569,3608,51340,6830,71633,20684,3168,669,14576,12239,2739,42648,28850,31800,60222,4791,28554,2477,39480,68336,13416
ATF4,77518,51541,80627,78743,65726,100015,77731,100075,80061,120985,71114,122105,72792,86582,55927,99302,104547,83626,85776,53277,71511,74949,107995,82291,52637
ATF6,9228,26353,9166,8671,11011,13082,19277,17449,12098,7688,17628,11762,15708,8336,12259,16544,15752,9865,17016,15015,5866,7873,7108,10492,15308
ATF6B,33624,27497,20225,29603,20472,32968,23671,24614,22813,26900,24929,27008,26006,23700,28491,28516,23521,27384,31575,26422,27104,27113,20878,23707,27261
ATF7,11026,6674,7884,11303,11081,8264,10425,11010,10767,8381,9478,13153,9636,7791,9079,9110,14303,8757,10681,10600,9144,7968,6205,10408,8940
ATMIN,14997,12345,9978,17492,14160,29877,17664,17213,16245,12806,16971,20235,20680,17658,24128,21579,20773,18584,13517,10212,15448,9550,16409,10848,16325
ATOH1,257,30,161,1259,246,1094,0,159,0,602,195,14,7,73,1,219,1547,3203,1,79,841,18,28,20,79
ATOH7,80,30,44,89,27,27,21,2,89,58,16,56,10,165,45,11,12,100,1,291,66,152,22,53,32
ATOH8,1872,15336,1430,508,1786,876,3985,1117,649,6457,346,1012,2772,1872,1980,5595,2705,965,999,1529,1213,162,1066,7845,1262
BACH1,7873,4085,6371,11976,12334,11651,18774,22258,11123,11048,14987,8640,14491,13248,12081,15684,23920,10225,15315,14294,8185,6034,8328,12722,17481
BACH2,1302,75,647,72,942,613,1198,1095,568,466,400,195,1024,429,364,1892,1857,425,527,462,398,413,406,741,957
BARHL1,0,0,5,2,1,2,1,0,1,62,0,8,0,1,13,1,4,1,1,11,2,0,5,8,5
BARHL2,1,0,1,0,107,4,0,0,1,0,1,334,1,0,0,0,0,5,0,0,0,0,3,3,0
BARX1,36,47,22,5,16,29,59,23,1,33,1,134,38,7,0,9,2,9,33,4,7,57,50,20,8
BARX2,2403,351,184,423,777,2200,1420,709,4953,206,2021,1036,1955,694,482,1414,833,1276,554,474,422,2305,325,3586,1580
BATF,600,56,405,82,586,353,624,598,600,373,452,61,593,359,70,459,1016,284,468,175,309,147,292,188,103
BATF2,485,40,628,534,463,505,488,452,131,551,464,62,549,397,164,482,445,304,233,232,400,62,408,384,254
BATF3,662,33,738,128,620,196,512,467,152,523,331,72,363,214,149,375,3220,439,798,342,480,62,405,332,370
BAZ2A,23629,20999,20842,31064,39665,19080,25788,28801,26142,17258,20559,34225,34354,22784,37688,33724,37305,26738,21878,37054,23024,28158,22826,28460,44146
BAZ2B,3728.5,2091,3404.5,4966.5,8187.5,4264.5,5656,5935.5,4352,4200.5,2043.5,5364,5627,4664.5,6398,6573,6626,6107,3421.5,6599,4428,3378,3556,5408.5,5984.5
BBX,10604,7640,14813,16372,18704,15519,21142,17893,8572,11023,13428,10387,24064,12412,15041,24801,17954,13490,13956,16881,11882,13185,8668,14449,17481
BCL11A,1188,55,234,53,1357,358,842,388,55,103,107,1404,1231,514,180,718,415,134,232,1336,249,633,396,571,635
BCL11B,774,2,491,87,902,865,339,1238,268,538,440,61,610,569,117,658,769,545,425,397,522,137,307,823,242
BCL6,9990,3297,9916,41376,17596,7015,16644,7339,3709,7270,17464,2015,12136,5433,4221,17938,58079,25871,21018,12478,10543,10520,10303,17364,11839
BCL6B,1920,1136,1072,647,1048,1068,1538,1871,368,3029,1930,582,3141,1140,1379,1806,1342,2141,2637,644,1320,179,1302,1129,2259
BHLHA15,835,2876,1473,1348,3198,2432,943,2951,9214,2349,704,1347,2246,2368,1393,2873,1798,801,715,360,3241,1584,3241,3150,1218
BHLHE22,145,2,217,20,88,99,170,844,47,230,134,17,205,117,23,52,126,479,159,104,49,32,30,78,108
BHLHE23,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BHLHE40,17925,14766,25854,18613,136147,18509,105564,29451,16361,27976,19836,8174,50728,14405,3944,67567,64835,18578,191898,27413,22515,2243,45032,63850,58923
BHLHE41,2661,140,5570,839,7585,8593,15620,8977,2037,2259,1732,12749,6811,3331,16745,5113,4481,2394,3261,5617,2349,823,3069,3453,5083
BNC1,38,9,13,1,117,92,133,21,16,6,24,28,298,39,10,101,317,50,59,63,27,1,8,54,74
BNC2,1247,325,3435,582,2462,1393,3529,2279,470,1272,483,361,3264,1354,791,3214,1293,1289,1326,1087,1451,307,1554,2671,3613
BPTF,13917,14776,14901,17607,23487,23210,21393,23085,14314,10974,11549,26126,24682,17316,23092,24227,21202,17613,17677,21773,16073,18446,12195,22246,24271
BRF2,1740,1692,1235,624,1525,1754,1909,1114,813,1219,1053,1105,1600,1804,1488,1654,796,812,1020,1252,789,539,655,723,1324
BSX,0,0,2,2,0,3,0,1,0,3,2,10,1,3,0,0,0,1,2,2,0,0,0,4,0
C11orf95,5225,832,4247,2803,3856,2732,7954,5302,2654,3091,4359,3420,6159,3606,3231,5770,3301,3334,5508,2316,3712,2843,2769,4950,7525
CAMTA1,7553,3269,6955,5871,6108,7226,7739,6670,4241,8423,5134,6168,7102,5810,4305,7129,6951,5862,9170,6013,6003,2860,6615,4900,6276
CAMTA2,13491,10993,14298,19924,10088,12908,11991,16621,16730,11276,11887,18696,11443,9387,18285,13619,10977,14348,7270,20353,15309,7781,9256,13005,14036
CASZ1,10813,14451,8944,27012,16528,16172,11548,7748,12090,5242,15649,25737,14421,13518,17587,13413,15394,18275,18043,18734,21246,17133,19737,22555,16248
CBX2,6406,1474,4077,528,2998,1061,2728,438,1129,702,809,4944,1788,1862,591,553,460,408,1339,1217,1041,5202,3944,1108,3251
CC2D1A,12560,7122,10159,11504,7738,10664,9992,7701,8526,9489,7754,7977,11626,7887,8271,8279,7795,9215,10875,8899,12062,8541,11921,8745,10580
CCDC17,1613,1273,923,1475,718,269,290,198,549,254,126,270,305,407,843,296,724,1691,754,910,724,731,1231,927,877
CDC5L,9054,11026,9203,11904,9090,13453,15166,12548,11781,12128,17057,13744,15627,10705,9875,15550,13427,8892,14994,12579,8392,10441,6375,9285,15975
CDX1,50,8,53,0,28,42,47,45,12,24,16,2,11,16,8,19,25,20,14,4,32,2,17,12,45
CDX2,218,4,15,99,215,470,389,79,2,1919,23,7,221,105,2,55,230,127,11,9,19,2068,12,639,335
CDX4,0,11,1,1,0,1,2,0,0,0,70,11,1,1,0,0,0,9,0,0,0,0,0,3,1
CEBPA,130,368,312,170,456,161,387,410,407,474,641,128,646,444,468,523,238,141,408,217,255,329,143,454,491
CEBPB,7165,499,5156,4673,16119,3845,17167,6385,3875,13909,7170,2330,10449,5346,2757,18495,14968,4402,10688,5787,7539,1778,5636,10890,5380
CEBPD,20113,4204,20006,5703,37803,6680,52267,14445,14393,28691,26371,6027,31218,16781,4889,74231,94951,21050,76564,19418,25242,4388,29739,57801,14416
CEBPE,8,2,28,2,25,9,10,9,0,29,1,5,16,6,4,22,6,15,7,4,17,1,9,18,15
CEBPG,9395,7968,6933,10713,13505,8812,8596,8989,7352,8782,8845,8539,11375,9337,6880,10392,10117,9882,12431,5804,6083,8739,7765,8698,7688
CEBPZ,6858,11746,6206,6831,8133,10005,10856,8717,9829,7452,9693,16047,10370,8829,9646,12949,12478,7373,9397,9056,5123,7393,6064,7414,6651
CENPA,1601,2157,142,675,981,381,211,532,667,544,416,808,1317,865,117,156,186,265,466,220,708,755,457,305,450
CENPB,17977,9055,17403,12220,14183,13901,16784,15565,12138,24109,15076,13935,18099,16519,9490,15843,13475,10125,12356,7900,11915,10508,13001,11403,10777
CENPBD1,1145,1477,853,1220,786,1263,974,999,1302,1233,605,746,1385,1525,1244,1327,1163,945,1002,1016,585,454,354,446,484
CENPT,17901,11156,14466,17617,13154,5925,6430,6221,14908,8972,2848,2639,7245,7647,11605,9118,9701,11914,5084,13870,12432,5761,15570,7342,10936
CGGBP1,17433,20485,20345,24949,23548,19418,26130,25846,15707,21582,26044,25734,26963,21665,24494,22926,23159,19254,25399,21675,30151,21988,16471,18545,21475
CHCHD3,10227,20045,11023,10448,9143,12541,15497,13745,15843,12062,14050,17943,15385,16266,8366,14087,10296,6869,15045,9440,5720,15911,7258,9523,10887
CIC,16977,11458,10918,18024,18667,20856,22632,20603,10011,10702,11324,15338,25233,14666,14568,21327,28597,12788,19484,16055,12019,9840,11200,18081,19583
CLOCK,8935,7701,7765,8511,10137,10149,11532,8444,6441,6973,9008,9465,12274,8209,12512,13337,12792,8882,11197,12054,7738,8531,6283,10151,10693
CPEB1,264,15,919,58,340,153,735,289,123,93,58,95,440,277,103,379,170,372,219,203,297,35,405,301,519
CPXCR1,0,4,0,1,0,3,1,0,0,0,0,10,0,0,0,0,0,6,0,1,0,0,0,2,0
CREB1,7783,9397,8378,10336,21553,9814,12916,12844,8411,7947,13353,11155,12658,9052,11225,12458,15238,9163,11778,12627,8714,12097,7750,11977,11521
CREB3,10214,12412,12651,10119,11901,14989,18208,18685,14402,14967,28469,11611,20761,15615,14250,17456,14537,12246,22757,9916,12945,12752,14985,9525,8120
CREB3L1,42897,34009,31196,91549,42192,90325,40165,68792,20121,81413,178036,71348,62045,30643,44444,32550,142332,71261,53591,68789,38171,9214,32240,51693,28362
CREB3L2,10482,27909,20369,25204,32126,29775,25602,25230,34258,32950,20701,13684,26428,36774,22631,28991,21799,20947,30872,24846,21910,25504,23762,31848,24622
CREB3L3,7,2,3,2,3,21,5,3,0,6,1,5,6,1,1,0,33,18,4,11,0,0,2,12,12
CREB3L4,32352,100160,49524,75899,58918,44620,51985,46149,73609,128434,58623,88141,45613,76691,74596,68681,68736,84181,77948,58746,76067,66912,52379,39277,27160
CREB5,289,49,929,3413,1462,758,1389,1912,1048,635,1262,171,1233,328,2076,1152,2708,1389,1110,1600,464,292,460,657,1349
CREBL2,18362,24123,18608,15377,16636,23741,22618,18290,16690,18696,26329,17409,22353,17434,20381,20322,11252,9903,16130,11445,7587,21214,11812,17884,19671
CREBZF,21296,29961,19680,29572,35833,23207,20311,18393,26890,14004,18336,17703,20313,13954,34710,24474,37272,29371,18454,33765,29683,26951,17386,25376,30169
CREM,6098,2058,4619,1719,3829,3926,7512,3840,4102,7075,4934,1827,4840,4603,2653,16155,11394,5991,8912,4867,6229,3508,3729,4742,3621
CRX,369,222,315,396,253,206,181,153,235,193,151,187,153,164,287,185,302,380,261,400,357,259,349,256,249
CSRNP1,5569,11510,8569,6156,24081,5561,22077,11225,13037,17451,4836,3967,16216,9088,5387,35608,33691,17090,24204,6025,25284,1872,24380,33531,10669
CSRNP2,10474,4195,8461,12020,7536,6445,10395,7717,5980,5831,8312,7635,10348,5201,6764,9435,9704,11444,11029,9118,9454,7526,7376,7666,9822
CSRNP3,461,50,1204,160,1598,499,2066,1326,855,195,68,158,1374,368,318,1306,264,761,2236,2529,627,491,633,710,1189
CTCF,11795,12146,11782,11880,11954,14642,14612,13206,12489,12374,11798,13095,14380,14672,11513,13497,11554,9469,12370,12721,7789,9381,8776,9377,13468
CTCFL,3,3,4,32,6,24,5,0,0,12,1,15,1,9,2,21,10,16,1,15,3,1,2,9,14
CUX1,14720,26218,26387,25364,26246,21869,29765,31891,30895,31789,28600,24922,36220,47480,26085,32116,24987,20487,30959,22283,19557,42623,36772,27949,26255
CUX2,16744,4564,12701,7272,8099,7812,17264,9930,10953,14342,6657,29212,15936,13882,17999,21139,7548,9897,13052,15421,31157,28239,19084,15854,12097
CXXC1,18959,11962,14874,18679,9299,14956,11253,9986,21584,15041,10101,13183,10747,10801,16153,13987,12068,14860,7513,13271,15596,14492,16034,15152,10958
CXXC4,1152,55,861,97,454,192,1329,129,1670,4571,60,2315,255,728,1518,321,125,222,245,1752,154,750,503,227,525
CXXC5,9104,7798,9191,8473,9115,14998,12002,11640,7914,14883,11505,8736,11261,10944,5960,8920,6357,6456,18248,6629,9074,8137,8718,9821,10438
DACH2,36,16,45,110,13,38,127,15,73,2258,204,19,248,178,45,298,8,319,17,12,32,13,104,96,110
DBP,2212,4127,5369,1954,1475,5154,4059,2802,4157,6207,1553,2762,2270,2557,1667,1989,862,1321,4000,2758,1677,1768,2551,2702,5788
DBX1,1,1,0,0,0,0,1,0,0,2,0,7,1,0,0,0,4,0,0,0,0,0,0,6,1
DBX2,12,3,49,4,12,5,42,4,0,12,2,2,11,22,0,15,13,21,4,12,7,8,5,7,6
DDIT3,7363,3715,5927,3882,16531,6888,9518,4096,10176,4831,3777,2339,4164,3288,2446,4007,5200,4312,4084,5119,3752,8531,4449,5777,3747
DEAF1,8639,7734,11972,12052,7201,12579,10122,12976,8486,20607,12734,30916,8325,11753,10160,11795,5918,10093,21044,8080,7835,6055,9889,7409,6293
DLX1,11156,22501,15545,2081,7604,10539,6570,5112,32211,4793,5061,17560,3020,25553,955,5594,761,120,118,18475,53,29917,1970,5531,2709
DLX2,859,1744,1916,337,1477,691,471,376,11486,391,600,792,469,2442,165,528,443,327,6,655,64,17633,317,1141,426
DLX3,26,0,13,3,24,54,152,28,49,894,37,73,232,70,34,183,5,91,100,14,236,40,15,36,37
DLX4,28,1,4,21,25,26,6,7,11,25,69,25,21,27,16,10,25,51,3,34,23,28,36,18,24
DLX5,1026,80,910,97,244,478,737,192,89,618,136,234,206,264,163,149,211,297,512,230,247,708,423,576,881
DLX6,13,2,21,2,8,98,241,19,0,38,2,627,7,18,23,8,2,74,24,156,19,1,28,21,79
DMBX1,170,164,8,52,39,35,11,16,16,13,2,43,15,23,23,3,17,7,21,13,31,138,129,20,16
DMRT1,0,0,2,0,2,5,4,0,1,3,0,7,1,5,0,0,0,8,0,1,0,0,1,3,6
DMRT2,11,1,11,1,1,14,48,2,1,26,3,14,39,8,1,6,8,25,8,22,0,0,0,11,11
DMRT3,6,3,1,1,0,14,0,0,0,19,1,4,1,1,1,0,0,2,4,15,0,2,0,13,2
DMRTA1,2923,4435,792,5107,1163,2417,1666,523,5700,51,5862,1526,1257,4500,3693,1478,6481,3435,4228,3760,1625,39,1155,3802,4297
DMRTA2,9,3,2,16,3,2,6,1,9,1,25,4,5,1,3,0,2,37,61,3,9,12,2,8,6
DMRTB1,0,0,1,0,0,2,1,1,0,10,1,11,0,0,0,0,0,5,0,0,0,0,0,7,1
DMRTC2,2,0,0,2,10,8,9,0,28,2,5,55,2,3,2,0,1,3,32,127,0,0,12,2,2
DMTF1,29561,15251,15745,25797,41416,10492,12206,9496,20484,7506,9440,7495,13364,11315,18516,11563,26557,21043,11588,23756,25697,27182,25088,18279,26481
DNMT1,9838,12213,8366,14121,9358,9213,9376,8093,9753,5296,9311,10471,12855,8574,7271,9488,11673,8576,6919,9163,7161,7166,6498,8147,8685
DNTTIP1,4484,2467,3585,4828,2807,5043,5404,5526,3301,5482,5787,5963,5779,3785,2857,5340,4316,3583,6357,3885,3903,2744,3040,2735,3361
DOT1L,9400,8351,7633,21249,8169,3892,5252,5315,9042,4879,4801,10335,9680,6328,9847,7784,9099,9863,3534,8493,8602,8121,9935,9663,8837
DPF1,144,37,116,546,52,45,67,149,110,119,144,273,66,93,92,166,61,86,73,88,99,164,88,120,41
DPF3,107,3,50,31,45,76,45,77,15,60,11,18,80,54,12,65,33,58,38,57,27,14,88,56,81
DPRX,1,3,18,9,8,0,6,5,2,11,1,2,1,7,29,3,14,11,1,9,30,8,6,15,5
DR1,11887,11962,10469,11514,15234,13382,15257,15875,14733,12584,18235,17120,16259,9305,11532,14703,13252,10576,17446,10602,10918,15164,7990,11250,13112
DRAP1,19763,18904,13755,11779,13738,21076,14634,13091,7989,19884,13254,15961,13377,14488,7172,11256,7381,8036,19584,7323,14776,11938,13378,7723,13797
DRGX,7,2,2,12,10,6,0,0,2,5,0,7,3,0,2,1,11,15,0,2,5,0,4,12,3
DUXA,0,1,3,0,0,6,4,0,0,4,0,5,3,1,0,0,0,2,1,3,0,0,1,2,0
DZIP1,1886,135,4286,519,3174,2064,4951,2684,765,1043,604,2221,3528,1832,1114,4545,1694,1734,1474,1993,2512,454,2107,3294,3430
E2F1,2015,3362,997,3126,1319,1338,781,655,2268,1000,906,1377,2734,1458,426,740,532,746,1028,990,1250,2256,1290,958,1337
E2F2,1269,1883,235,1262,690,339,163,222,722,215,294,516,977,538,108,216,173,259,427,261,301,592,479,311,412
E2F3,4005,2407,3705,7305,3318,4229,3561,2148,2635,2442,4208,6454,4402,2498,3331,3728,4339,2978,6147,4085,2574,3532,2992,2857,4025
E2F4,12889,12110,13114,15935,10874,9722,12219,10911,13722,10360,6972,8625,12353,10022,12399,11483,15744,11936,9187,14135,6960,6301,13268,6290,10820
E2F5,3845,4099,3335,4176,3160,3089,2855,1895,6801,2816,3503,4012,2497,3202,3849,3075,3456,3429,3782,4213,2775,12381,2276,4354,5473
E2F6,3204,2881,3487,3768,5988,3590,3541,3156,3546,3864,2728,4086,4137,2986,3009,4405,4667,3530,2780,3629,2584,2941,2967,2977,3173
E2F7,250,1008,120,1150,646,178,182,81,518,90,169,216,540,370,81,119,446,201,275,230,246,801,264,220,480
E2F8,347,909,50,606,424,199,160,111,299,149,157,305,720,216,74,135,139,152,285,144,192,661,261,210,234
E4F1,14575,9383,11638,13097,13646,9151,8469,6711,11582,12649,15574,8963,8592,8692,11668,10807,9883,11934,10860,10339,17539,14123,14409,9320,10033
EBF1,1294,235,1257,571,1271,1226,1567,1783,227,1788,1493,231,2204,1422,1078,2473,605,1545,1511,658,1443,326,1594,2333,3147
EBF2,50,92,138,127,149,355,1076,476,4,2137,417,718,426,967,587,1132,34,341,353,3578,217,203,373,869,670
EBF3,1798,192,1259,870,315,434,418,1108,168,989,530,174,738,926,1963,1128,404,1465,566,511,713,635,601,1194,1097
EBF4,8970,6453,7885,2391,7503,4383,9679,4339,5266,4306,3034,9985,8810,6750,6149,9615,5784,3221,4187,8737,6713,11128,8817,7940,5448
EEA1,6341,6183,6235,10402,11771,10259,11655,10819,8648,5533,13660,6431,11216,5733,10276,12228,11827,6456,8472,9650,6789,8364,4420,7057,11611
EGR1,12861,16382,130609,126928,519748,21175,83614,45910,35440,64476,3819,2137,63483,71622,14526,137121,67771,70335,97615,30998,111712,8277,111227,355986,56145
EGR2,3273,317,8119,875,18322,2498,6759,9428,1795,3947,708,380,6471,5389,628,11212,7044,7571,5243,3466,8483,312,12450,30057,5362
EGR3,897,148,4546,1143,9278,1659,5592,2710,726,4341,382,288,5822,4323,4136,12671,6898,10690,4609,2131,10799,124,15999,32853,3746
EGR4,4,19,168,52,135,15,121,14,10,131,2,16,11,90,5,79,49,147,117,2,71,0,305,83,45
EHF,11098,41933,12595,26604,48639,53678,43032,36387,68868,9059,68421,35680,49305,21921,51949,56111,57988,21961,36544,38892,11959,34322,11800,56827,39431
ELF1,6035,5313,5175,6427,11531,13511,23458,20268,4596,8693,19386,7076,18668,7736,11889,16916,14606,8043,11668,13324,7209,3938,7201,12268,13920
ELF2,11880,9461,12572,12527,13207,9882,12299,12700,12297,10976,16284,10760,12770,10566,12676,13380,24485,17318,13115,12855,12499,9873,11794,13469,13490
ELF3,26121,8728,14067,14001,112712,13942,64314,13238,35277,14355,13717,7045,36312,12104,9670,47881,28645,17928,14655,44962,37685,3339,31322,26206,23924
ELF4,1387,122,1321,556,2096,1248,2421,2478,475,1187,1241,326,3316,2274,657,2909,2205,1169,1591,1000,1131,937,1224,2800,1602
ELF5,555,10264,3330,61,3105,2729,2442,287,8784,1833,5768,312,3834,4417,1463,2521,1741,2831,5265,1260,1587,7508,3784,2322,4795
ELK1,6466,7218,6636,7669,5395,9013,9509,8788,7542,7633,8709,12081,9641,9375,5930,9029,7886,6234,14042,7131,6579,5794,7195,5903,11957
ELK3,5569,1771,5132,1518,6119,6496,11542,12139,2349,7519,6457,5038,10199,6552,3990,7485,5548,5104,8491,4457,4192,3836,3257,6188,7392
ELK4,67247,11796,53507,134724,38213,31468,21806,24666,21913,14581,30894,21045,24632,21073,137871,21266,71647,113094,49476,68444,77994,39993,35167,92281,50932
EMX1,15,5,7,41,15,12,11,0,6,9,3,3,3,1,1,11,9,12,3,7,1,19,0,24,6
EMX2,10,5,57,92,12,19,273,7,7,126,3,7,27,68,3,41,8,12,25,23,4,0,17,90,64
EN1,3,0,177,7,2,13,3,5,0,46,1,60,0,6,2,5,0,2,5,1,1,0,4,14,8
EN2,648,31,3,0,24,124,575,5,0,23,2,202,68,58,0,78,1,165,304,606,29,0,163,11,102
EOMES,3601,1,1061,9,340,332,251,641,108,109,170,65,135,333,169,150,324,138,315,167,270,64,124,225,172
EPAS1,20997,11377,19484,12771,40833,33147,47505,34916,10290,27680,23587,12804,43852,27289,21387,45041,59895,26516,31554,21787,15906,7970,17465,33965,53303
ERF,9335,3400,5482,7982,8128,6122,12431,8086,5868,9820,3291,5536,10914,6799,7239,12173,10909,8750,12751,6800,6132,4609,7403,9010,8491
ERG,2692,647,2279,877,2768,2293,45999,4853,981,3056,2945,95904,3597,2531,1809,3114,3467,2644,3348,109885,2344,244,3730,2969,4557
ESR1,4056,236,8159,501,6253,2895,9214,5439,1286,1278,979,679,6940,3233,2003,6439,4465,4063,3760,6437,6113,476,4846,5354,8742
ESR2,607,102,121,108,556,168,944,313,73,88,102,52,423,75,83,408,643,153,53,285,121,115,184,347,419
ESRRA,10729,4946,10785,12807,4445,9106,8306,16230,18243,13246,11297,11811,7614,9453,7750,10979,10946,10761,11071,7733,4754,7612,8130,9678,5905
ESRRB,39,7,56,143,33,29,16,55,62,23,10,99,26,15,47,44,122,166,17,87,79,47,45,132,64
ESRRG,1255,279,1105,1865,1726,3834,4155,4736,5669,4528,1742,3734,2182,1429,2293,3880,3585,2072,6525,2248,245,360,1311,2394,1493
ESX1,0,1,1,0,0,4,0,0,0,1,0,5,1,0,0,0,0,1,1,1,0,0,0,11,1
ETS1,9641,2884,8204,3418,12803,14078,16087,20138,3827,12041,19274,3161,16147,8409,6886,15280,16639,13039,13058,6163,6636,1619,5402,11408,16578
ETS2,18980,1137,8332,8628,21211,9584,37879,15871,2698,19681,6489,4690,23250,9146,5336,33447,48969,17347,19046,13116,9434,3491,9778,24233,14849
ETV1,1439,160,3043,746,5620,1598,4817,4411,849,1128,809,369,47855,1695,156882,2785,1436,1732,4961,1293,1973,183,1494,2211,4216
ETV2,375,446,376,424,244,417,289,393,228,978,328,546,216,455,183,297,225,268,385,151,323,158,249,380,227
ETV3,5138,6095,5228,5785,7889,8049,8953,7902,8178,2072,8664,7803,10315,2745,8049,10121,8726,6321,8329,7621,4395,5721,4530,10034,7673
ETV3L,9,31,9,7,37,44,61,27,21,7,58,30,43,12,32,50,26,17,24,23,11,8,14,45,33
ETV4,495,40,474,6669,656,340,985,777616,103,391,136,311,467,231,125,956,249,221,148,194,250,63,334,267,316
ETV5,1427,255,2872,7342,2406,1162,3707,2507,520,1205,952,390,2874,1205,799,2617,1607,1294,1363,1126,1402,336,1007,1655,2069
